ID,CLASS,Assignment,Company,Address,City,state,zip,country,Gem SQ,Gem Solar,Unnamed: 11,Sq Ft,Industry,Sub Industry,Notes,Geocoded_address,X,Y,Operator,Utility,Est. deal size,Resiliency Need,Owner-occupied?,Unnamed: 24,Unnamed: 25
680,CORE,Julia,Mondelez International,945 State Route 10,Whippany,NJ,7981,United States,,,N,,Industrial,,,"945 State Route 10, Whippany, New Jersey, 07981",-74.4319,40.82767,PJM,JCP&L,,,,,
681,1+,Julia,Monogram Foods,51 Research Dr,Haverhill,MA,1832,United States,,,,"124,000",Manufacturing,Food & Beverage,,"51 Research Drive, Haverhill, Massachusetts, 01832",-71.1236,42.78777,,N'Grid,,,,,
682,1,Julia,Moody Fantel Prop Inc,60 Shelter Rock Rd,Danbury,CT,6810,,,,N,,Manufacturing,,,"60 Shelter Rock Rd, Danbury, Connecticut, 06810",-73.4254,41.39112,ISO-NE,,Med,Extremely High,,,
683,1+,Yonah,Motorola Solutions Inc,2510 Galvin Dr,Elgin,IL,60124,United States,,,N,"568,666",Electronics Supplier,,Motorola,"2510 Galvin Dr, Elgin, Illinois, 60124",-88.3447,42.09702,PJM,Comed,,,,,
684,1,Yonah,Mountain Rerserves LLC,150 Roosevelt Dr,Derby,CT,6418,,,,N,,Manufacturing,,,"150 Roosevelt Dr, Derby, Connecticut, 06418",-73.0969,41.32465,ISO-NE,,Large,High,,,
685,1+,Julia,"Multigrains Bread Co., Inc.",117-127 Water St,Lawrence,MA,1841,United States,,,,"124,400",Manufacturing,Food & Beverage,,"117 Water St, Lawrence, Massachusetts, 01841",-71.1717,42.70082,ISO-NE,N'Grid,,,,1.18E+08,www.multigrainsbakeries.com
686,1,Julia,MVL Properties,222 McDermott Rd,North Haven,CT,6473,,,,N,,Manufacturing,,,"222 McDermott Rd, North Haven, Connecticut, 06473",-72.8721,41.33613,ISO-NE,,Med,High,,,
687,1+,Yonah,Nation Pizza and Foods HQ,601 E Algonquin Rd,Schaumburg,IL,60173-3803,United States,,,,"170,245",Manufacturing,,,"601 East Algonquin Road, Schaumburg, Illinois, 60173",-88.0631,42.0743,PJM,Comed,,,,,
688,1+,Julia,National Development,140 Old County Cir,Windsor Locks,CT,6096,Hartford,,,,"268,497",Warehouse,,,"140 Old County Cir, Windsor Locks, Connecticut, 06096",-72.6668,41.91248,ISO-NE,,,,,,
689,1+,Julia,National Development,501 E Hartford Blvd N,East Hartford,CT,06118-1172,Hartford,,,,"1,300,000",Distribution,,,"501 E Hartford Blvd N, East Hartford, Connecticut, 06118",-72.6215,41.75619,ISO-NE,,,,,,
690,1+,Yonah,Navistar Defense LLC HQ,10400 W North Ave,Melrose Park,IL,,United States,,,,"509,000",Manufacturing,,,"10400 West North Avenue, Melrose Park, Illinois, 60160",-87.8799,41.90767,PJM,Comed,,,,,
691,CORE,Yonah,Nestle,800 Nestle Ct,Dekalb,IL,60115,United States,,,N,"104,700",Warehouse,,,"800 Nestle Ct, Dekalb, Illinois, 60115",-88.7454,41.90525,PJM,Comed,Large,Low,No,,
692,CORE,Yonah,Nestle Use--Office,61 Jerseyville Ave,Freehold,NJ,7728,United States,,,N,,Manufacturing,,,"61 Jerseyville Ave, Freehold, New Jersey, 07728",-74.2671,40.25121,PJM,JCP&L,,,,,
693,1+,Julia,New Balance Athletic,2-18 International Way,Lawrence,MA,1843,United States,,,,"259,400",Warehouse,,,"18 International Way, Lawrence, Massachusetts, 01843",-71.1833,42.69018,,N'Grid,,,,,
694,1+,Julia,New England Wire Products,9 Mohawk Dr,Leominster,MA,1453,United States,,,,"163,000",Manufacturing,,Multi-tenant building,"9 Mohawk Drive, Leominster, Massachusetts, 01453",-71.7353,42.52753,ISO-NE,N'Grid,,,,83412544,
695,1+,Julia,New England Wire Products,101-107 Scott Dr,Leominster,MA,1453,United States,,,Y,"148,300",Manufacturing,Wire & Cable,Multi-tenant building,"107 Scott Drive, Leominster, Massachusetts, 01453",-71.738,42.53013,ISO-NE,N'Grid,,,,83412544,www.displayracks.com
696,1,Yonah,New Mountain Capital,1200 Northrop Rd,Meriden,CT,6450,,,,N,,Manufacturing,,,"1200 Northrop Rd, Meriden, Connecticut, 06450",-72.7741,41.49715,ISO-NE,,Large,High,,,
697,1,Julia,New Opportunities Inc,39 Cherry Ave,Waterbury,CT,6702,,,,N,,Manufacturing,,,"39 Cherry Ave, Waterbury, Connecticut, 06702",-73.0344,41.55818,ISO-NE,,Med,High,,,
698,1+,Yonah,New York Life Investments,14 Aegean Dr,Methuen,MA,1844,United States,,,Y,"235,400",,,Multi-tenant building,"14 Aegean Drive, Methuen, Massachusetts, 01844",-71.2129,42.73017,ISO-NE,N'Grid,,,,,
699,CORE,Julia,Newell Brands,142 Elm St,Hatfield,MA,1038,United States,,,N,,Industrial,,,"142 Elm Street, Hatfield, Massachusetts, 01038",-72.633,42.36399,ISO-NE,Eversource,0,Medium,No,,
700,CORE,Julia,Newell Brands,102 Christian Ln,Whately,MA,1373,United States,,,N,,Industrial,,,"102 Christian Lane, South Deerfield, Massachusetts, 01373",-72.6178,42.44535,ISO-NE,Eversource,Large,Medium,Yes,,
701,1+,Julia,Newly Weds Foods HQ,4140 W Fullerton Ave,Chicago,IL,60639-2106,United States,,,,"315,000",Manufacturing,,,"4140 West Fullerton Avenue, Chicago, Illinois, 60639",-87.731,41.92452,PJM,Comed,,,,,
702,CORE,Julia,NFI Industries,100 E Millsdale Rd,Joliet,IL,60421,United States,,,N,"992,640",Industrial,,,"100 E Millsdale Rd, Elwood, Illinois, 60421",-88.079,41.45162,PJM,Comed,Large,High,Yes,,
703,CORE,Julia,NFI Industries,251 Laraway Rd,Joliet,IL,60433,United States,,,N,"509,000",Industrial,,,"251 E Laraway Rd, Joliet, Illinois, 60433",-88.0752,41.48096,PJM,Comed,Med,High,No,,
704,CORE,Julia,NFI Industries,27143 S Elwood International Port Rd,Elwood,IL,60421,United States,,,N,"509,000",Industrial,,,"27143 S Elwood International Port Rd, Elwood, Illinois, 60421",-88.1452,41.39116,PJM,Comed,0,High,No,,
705,CORE+,Julia,"NFI Industries, Inc.",5 Gateway Blvd,Pedricktown,NJ,8067,United States,,,,"1,000,015",Distribution,,,"5 Gateway Blvd, Pedricktown, New Jersey, 08067",-75.4133,39.73735,PJM,ACE,Multi,,,,
706,CORE,Julia,"NFI Industries, Inc.",152 Route 206,Hillsborough,NJ,8844,United States,,,N,,Industrial,,,"152 US Highway 206, Hillsborough, New Jersey, 08844",-74.6237,40.53738,PJM,PSE&G,,,,,
707,CORE,Julia,Niagara Bottling,380 Woodland Ave,Bloomfield,CT,6002,Hartford,,,Y,"400,000",Manufacturing,,,"380 Woodland Ave, Bloomfield, Connecticut, 06002",-72.7241,41.8635,ISO-NE,Eversource,Large,Extremely High,Yes,,
708,CORE,Julia,Nissan North America Inc,1501 Cottontail Ln,Somerset,NJ,8873,United States,,,N,,Industrial,,,"1501 Cottontail Ln, Somerset, New Jersey, 08873",-74.5492,40.53478,PJM,PSE&G,,,,,
709,1,Julia,"NN, Inc.",1146 Barnum Ave,Bridgeport,CT,6610,,,,N,,Manufacturing,,,"1146 Barnum Ave, Bridgeport, Connecticut, 06610",-73.1687,41.18652,ISO-NE,,Large,Extremely High,,,
710,1,Yonah,Noori Khalid,275 Pratt St,Meriden,CT,6450,,,,N,,Manufacturing,,,"275 Pratt St, Meriden, Connecticut, 06450",-72.7918,41.54086,ISO-NE,,Large,High,,,
711,1+,Yonah,Norampac Leominster Inc,175 Pioneer Dr,Leominster,MA,1453,United States,,,,"225,600",Manufacturing,Plastics,Multi-tenant building,"175 Pioneer Drive, Leominster, Massachusetts, 01453",-71.7076,42.53354,ISO-NE,N'Grid,,,,,
712,CORE,Julia,Nordstrom,10 Oakbrook Ctr,Oak Brook,IL,60523,United States,,,N,,Department Store,,,"10 Oakbrook Ctr, Oak Brook, Illinois, 60523",-87.9506,41.85293,PJM,Comed,Med,Low,Yes,,
713,CORE,Julia,Nordstrom,55 E Grand Ave,Chicago,IL,60611,United States,,,N,"199,209",Department Store,,,"55 East Grand Avenue, Chicago, Illinois, 60611",-87.626,41.89168,PJM,Comed,Med,Low,No,,
714,CORE,Julia,Nordstrom,1 Garden State Plz,Paramus,NJ,7652,United States,,,N,,Department Store,,,"1 Garden State Plz, Paramus, New Jersey, 07652",-74.0746,40.91729,PJM,PSE&G,,,,,
715,1+,Julia,North Leominster Realty LLC,320 Hamilton St,Leominster,MA,1453,United States,,,,"131,000",,,Multi-tenant building,"320 Hamilton Street, Leominster, Massachusetts, 01453",-71.7552,42.54334,ISO-NE,N'Grid,,,,,
716,1+,Yonah,NorthBridge,1190 Kennedy Rd,Windsor,CT,6095,Hartford,,,,"268,800",Distribution,,,"1190 Kennedy Rd, Windsor, Connecticut, 06095",-72.6523,41.89932,ISO-NE,,,,,,
717,1+,Julia,Northland,160 Charlemont St,Newton,MA,2461,United States,,,N,"79,396",Real Estate,,,"160 Charlemont Street, Newton Highlands, Massachusetts, 02461",-71.2129,42.30865,ISO-NE,Eversource,,,,70108050,www.northland.com
718,1+,Yonah,Nova Biomedical,200 Prospect St,Waltham,MA,2453,United States,,,,"180,000",Pharma,,,"200 Prospect Street, Waltham, Massachusetts, 02453",-71.2441,42.36904,ISO-NE,Eversource,,,,77448358,
719,1+,Julia,Now Foods,395 S Glen Ellyn Rd,Bloomingdale,IL,60108-2176,United States,,,,"175,264",Manufacturing,,,"395 Glen Ellyn Rd, Bloomingdale, Illinois, 60108",-88.0636,41.93144,PJM,Comed,,,,,
720,CORE,Yonah,Nucor,1 Nucor Way,Bourbonnais,IL,60914,United States,,,N,"430,000",Industrial,,,"1 Nucor Way, Bourbonnais, Illinois, 60914",-87.8557,41.18217,PJM,Comed,Large,High,Yes,,
721,CORE,Yonah,Nucor,1050 Saint George Rd,Bourbonnais,IL,60914,United States,,,N,,Industrial,,,"1050 Saint George Rd, Bourbonnais, Illinois, 60914",-87.8555,41.19187,PJM,Comed,Med,High,No,,
722,CORE,Yonah,Nucor,6226 W 74th St,Bedford Park,IL,60638,United States,,,N,"344,450",Industrial,,,"6226 West 74Th Street, Chicago, Illinois, 60638",-87.7747,41.75772,PJM,Comed,Med,Low,Yes,,
723,CORE,Yonah,Nucor,35 Toelles Rd,Wallingford,CT,6492,New Haven,,,N,"240,000",Industrial,,,"35 Toelles Rd, Wallingford, Connecticut, 06492",-72.846,41.43066,ISO-NE,Eversource,Large,High,Unclear,,
724,1,Julia,O & G Industries Inc.,45 Jefferson St,Stamford,CT,6902,,,,N,,Manufacturing,,,"45 Jefferson St, Stamford, Connecticut, 06902",-73.5328,41.04929,ISO-NE,,Med,Extremely High,,,
725,1+,Yonah,"Ocean State Job Lot, Inc.",537 Quequechan St,Fall River,MA,2721,United States,,,,,,,,"537 Quequechan Street, Fall River, Massachusetts, 02721",-71.1411,41.68753,ISO-NE,N'Grid,,,,86935170,
726,CORE,Julia,O-I Glass,901 N Shabbona St,Streator,IL,61364,United States,,,N,"1,197,112",Industrial,,,"901 N Shabbona St, Streator, Illinois, 61364",-88.8263,41.13065,PJM,Comed,Large,High,Yes,,
727,1+,Julia,Oliver Street Capital,240 Industrial Ave E,Lowell,MA,1852,United States,,,,"169,000",,,,"240 Industrial Avenue E, Lowell, Massachusetts, 01852",-71.3178,42.61928,ISO-NE,N'Grid,,,,3.69E+08,
728,1+,Yonah,Olympus Scientific Solutions America,48 Woerd Ave,Waltham,MA,2453,United States,,,,"117,000",Medical Manufacturing,,,"48 Woerd Avenue, Waltham, Massachusetts, 02453",-71.2445,42.3626,ISO-NE,Eversource,,,,,
729,1+,Julia,Optimum Nutrition,700 N Commerce St,Aurora,IL,60504-8174,United States,,,,"119,416",Manufacturing,,,"700 N Commerce St, Aurora, Illinois, 60504",-88.2305,41.76839,PJM,Comed,,,,,
730,1+,Yonah,Orion Real Estate Group,460 Coe Ave,East Haven,CT,6512,New Haven,,,,"210,314",Warehouse,,,"460 Coe Ave, East Haven, Connecticut, 06512",-72.8733,41.26144,ISO-NE,,,,,,
731,1+,Yonah,Outer Harbor LLC,11 Cove St,New Bedford,MA,2744,United States,,,,,,,,"11 Cove Street, New Bedford, Massachusetts, 02744",-70.914,41.61691,ISO-NE,Eversource,,,,,
732,CORE,Julia,Owens Corning,2710 Laude Dr,Rockford,IL,61109,United States,,,N,"174,318",Industrial,,,"2710 Laude Dr, Rockford, Illinois, 61109",-89.0507,42.23457,PJM,Comed,Large,Medium,Yes,,
733,CORE,Julia,Owens Corning,7800 W 59th St,Summit,IL,60501,United States,,,N,"104,700",Industrial,,,"7800 W 59th St, Summit Argo, Illinois, 60501",-87.8182,41.78429,PJM,Comed,Large,Low,Yes,,
734,CORE,Julia,Owens Corning,1249 Newark Tpke,Kearny,NJ,7032,United States,,,PV,,Industrial,,,"1249 Newark Tpke, Kearny, New Jersey, 07032",-74.087,40.7435,PJM,PSE&G,,,,,
735,1+,Julia,PACCAR Parts Distribution,1041 Simpson Rd,Rockford,IL,61102,United States,,,N,"267,392",Distribution,,PACCAR,"1041 Simpson Rd, Rockford, Illinois, 61102",-89.1211,42.22324,PJM,Comed,,,,,
736,1+,Yonah,Pace Glass Inc,1045 Limecrest Rd,Lafayette,NJ,7848,United States,,,,"204,250",Manufacturing,,,"1045 Limecrest Rd, Lafayette, New Jersey, 07848",-74.6903,41.04902,PJM,JCP&L,,,,,
737,CORE,Julia,Packaging Corp of America,5445 W 73rd St,Bedford Park,IL,60638,United States,,,N,"470,160",Industrial,,,"5445 West 73Rd Street, Chicago, Illinois, 60638",-87.7575,41.75993,PJM,Comed,Med,Low,No,,
738,CORE,Julia,Packaging Corp of America,5555 W 73rd St,Bedford Park,IL,60638,United States,,,N,"159,857",Industrial,,,"5555 West 73Rd Street, Chicago, Illinois, 60638",-87.7597,41.75985,PJM,Comed,Large,Low,No,,
739,1+,Julia,Packaging Partners LLC,100 Shepard St,Lawrence,MA,1843,United States,,,,"106,500",Packaging,,,"100 Shepard Street, Lawrence, Massachusetts, 01843",-71.1788,42.68582,ISO-NE,N'Grid,,,,3.55E+08,
740,CORE,Yonah,Pactiv Evergreen,1 Earl Ct,Woodridge,IL,60517,United States,,,N,"513,805",Industrial,,,"1 Earl Ct, Woodridge, Illinois, 60517",-88.0343,41.69563,PJM,Comed,Large,Low,No,,
741,CORE,Yonah,Pactiv Evergreen,1100 Taylor Rd,Romeoville,IL,60446,United States,,,N,,Industrial,,,"1100 W Taylor Rd, Romeoville, Illinois, 60446",-88.1156,41.62444,PJM,Comed,Large,High,No,,
742,CORE,Yonah,Pactiv Evergreen,1101 W Airport Rd,Romeoville,IL,60446,United States,,,N,"300,000",Industrial,,,"1101 W Airport Rd, Romeoville, Illinois, 60446",-88.115,41.61162,PJM,Comed,Large,High,No,,
743,CORE,Yonah,Pactiv Evergreen,315 Kirk Rd,St Charles,IL,60174,United States,,,N,"299,176",Industrial,,,"315 S Kirk Rd, Saint Charles, Illinois, 60174",-88.2764,41.91713,PJM,Comed,Large,Low,No,,
744,CORE,Yonah,Pactiv Evergreen,437 Center Rd,Frankfort,IL,60423,United States,,,N,"570,796",Industrial,,,"437 Center Rd, Frankfort, Illinois, 60423",-87.8484,41.49054,PJM,Comed,Large,High,Yes,,
745,CORE,Yonah,Pactiv Evergreen,7200 S Mason Ave,Bedford Park,IL,60638,United States,,,N,"207,345",Industrial,,,"7200 South Mason Avenue, Chicago, Illinois, 60638",-87.7693,41.76232,PJM,Comed,Large,Low,No,,
746,CORE,Yonah,Pactiv Evergreen,7207 S Mason Ave,Bedford Park,IL,60638,United States,,,N,"104,700",Industrial,,,"7207 South Mason Avenue, Chicago, Illinois, 60638",-87.7692,41.76187,PJM,Comed,Med,Low,No,,
747,CORE,Yonah,Pactiv Evergreen,870 Taylor Rd,Romeoville,IL,60446,United States,,,N,"104,700",Industrial,,,"870 W Taylor Rd, Romeoville, Illinois, 60446",-88.1039,41.62452,PJM,Comed,Large,High,No,,
748,1+,Yonah,"Palmers Cove Mills, LLC",1 Titleist Dr,Acushnet,MA,2743,United States,,,Y,,,,,"1 Titleist Drive, Acushnet, Massachusetts, 02743",-70.9146,41.67782,ISO-NE,Eversource,,,,,
749,1+,Julia,Panduit Corporation,345 Harvestore Dr,Dekalb,IL,60115,United States,,,N,"471,735",Electronics warehouse,,,"345 Harvestore Dr, Dekalb, Illinois, 60115",-88.7546,41.89989,PJM,Comed,,,,,
750,1+,Yonah,Paradigm Properties,20-24 Computer Dr,Haverhill,MA,1832,United States,,,,"164,000",Real Estate,Aerospace Manufacturing,,"24 Computer Drive, Haverhill, Massachusetts, 01832",-71.1194,42.78585,ISO-NE,N'Grid,,,,92242589,www.paradigmprop.com
751,1+,Julia,Park Properties - Windigrove Apartments,400 Cabot Dr,Hamilton,NJ,8691,United States,,,,"585,510",Distribution,,,"400 Cabot Dr, Robbinsville, New Jersey, 08691",-74.6571,40.19753,PJM,PSE&G,Single,,,,
752,CORE,Julia,Parker Hannifin,595 Schelter Rd,Lincolnshire,IL,60069,United States,,,N,"104,700",Industrial,,,"595 Schelter Rd, Lincolnshire, Illinois, 60069",-87.9408,42.18621,PJM,Comed,Med,Low,Yes,,
753,CORE,Julia,Parker Hannifin,95 Edgewood Ave,New Britain,CT,6051,Hartford,,,N,,Industrial,,,"95 Edgewood Ave, New Britain, Connecticut, 06051",-72.7578,41.64986,ISO-NE,Eversource,Med,Extremely High,Yes,,
754,1+,Yonah,Patton Warehouse,3100 N Mill Rd,Vineland,NJ,8360,United States,,,,"446,119",Warehouse,,,"3100 N Mill Rd, Vineland, NewJersey, 08360",-75.061,39.53264,PJM,,,,,,
755,CORE,Yonah,PCC,244 Worcester St,North Grafton,MA,1536,United States,,,N,,Manufacturing,,,"244 Worcester Street, North Grafton, Massachusetts, 01536",-71.7272,42.23275,ISO-NE,N'Grid,Large,Medium,Yes,,
756,CORE,Yonah,PCC,839 Poquonnock Rd,Groton,CT,6340,New London,,,N,,Manufacturing,,,"839 Poquonnock Rd, Groton, Connecticut, 06340",-72.0531,41.3457,ISO-NE,Eversource,Med,Extremely High,No,,
757,1+,Julia,PCI Pharma Services,4545 Assembly Dr,Rockford,IL,61109,United States,,,,"186,200",Manufacturing,,,"4545 Assembly Dr, Rockford, Illinois, 61109",-89.0793,42.21518,PJM,Comed,,,,,
758,1+,Yonah,Pelican Products Inc,147 N Main St,South Deerfield,MA,1373,United States,,,,,,,,"147 N Main Street, South Deerfield, Massachusetts, 01373",-72.6054,42.48822,ISO-NE,Eversource,,,,,
759,CORE,Julia,PepsiCo,1400 W 35th St,Chicago,IL,60609,United States,,,N,"300,000",Warehouse,,,"1400 West 35Th Street, Chicago, Illinois, 60609",-87.662,41.83059,PJM,Comed,Med,Low,Yes,,
760,CORE,Julia,PepsiCo,1500 Touhy Ave,Elk Grove Village,IL,60007,United States,,,N,"300,000",Manufacturing,,,"1500 Touhy Avenue, Elk Grove Village, Illinois, 60007",-87.9639,42.00773,PJM,Comed,Med,Low,Yes,,
761,CORE,Julia,PepsiCo,1886 Upper Maple St,Dayville,CT,6241,Windham,,,N,"454,900",Food Processing,,,"1886 Upper Maple St, Dayville, Connecticut, 06241",-71.8904,41.86138,ISO-NE,Eversource,Large,High,Yes,,
762,CORE,Julia,"PepsiCo, Inc.",8275 N Crescent Blvd,Pennsauken,NJ,8110,United States,,,N,,Food Processing,,,"8275 N Crescent Blvd, Pennsauken, New Jersey, 08110",-75.0313,39.97769,PJM,PSE&G,,,,,
763,CORE,Yonah,Performance Team,50 Bryla St,Carteret,NJ,7008,United States,,,N,,Industrial,,,"50 Bryla St, Carteret, New Jersey, 07008",-74.2421,40.58793,PJM,PSE&G,,,,,
764,CORE,Yonah,Performance Team,995 Taylors Ln,Cinnaminson,NJ,8077,United States,,,N,,Industrial,,,"995 Taylors Ln, Cinnaminson, New Jersey, 08077",-74.9822,40.0219,PJM,PSE&G,,,,,
765,1-,,Peter DiNardo Enterprises,1010-1080 Atlantic St,Bridgeport,CT,6604,,,,N,,Manufacturing,,,"1080 Atlantic St, Bridgeport, Connecticut, 06604",-73.2009,41.16165,ISO-NE,,Large,Extremely High,,,
766,1-,,Peter DiNardo Enterprises,34 Norman St,Bridgeport,CT,6605,,,,N,,Manufacturing,,,"34 Norman St, Bridgeport, Connecticut, 06605",-73.2022,41.16934,ISO-NE,,Med,Extremely High,,,
767,1,Yonah,Peter K. Underhill & Associates,1495 Thomaston Ave,Waterbury,CT,6704,,,,N,,Manufacturing,,,"1495 Thomaston Ave, Waterbury, Connecticut, 06704",-73.0508,41.58807,ISO-NE,,Med,High,,,
768,1,Julia,Pfaltz & Bauer Inc,172 E Aurora St,Waterbury,CT,6708,,,,N,,Manufacturing,,,"172 E Aurora St, Waterbury, Connecticut, 06708",-73.0578,41.57311,ISO-NE,,Med,High,,,
769,CORE,Julia,Pfizer,1 Burtt Rd,Andover,MA,1810,United States,,,N,"369,000",Industrial,,,"1 Burtt Road, Andover, Massachusetts, 01810",-71.1699,42.61381,ISO-NE,N'Grid,Large,Low,Yes,,
770,CORE,Julia,Pfizer,558 Eastern Point Rd,Groton,CT,6340,New London,,,N,"2,764,061",Industrial,,,"558 Eastern Point Rd, Groton, Connecticut, 06340",-72.0762,41.33328,ISO-NE,Eversource,Large,Extremely High,Yes,,
771,1+,Julia,"PGIM, Inc.",24 Applegate Dr,Robbinsville,NJ,8691,United States,,,,"1,083,773",Warehouse,,,"24 Applegate Dr, Robbinsville, New Jersey, 08691",-74.5796,40.20555,PJM,JCP&L,Multi,,,,
772,1-,,Platt George,60 Lloyd St,New Haven,CT,6513,,,,N,,Manufacturing,,,"60 Lloyd St, New Haven, Connecticut, 06513",-72.9003,41.3032,ISO-NE,,Med,High,,,
773,1,Yonah,PMG Holding LLC,13 Francis J Clarke Cir,Bethel,CT,6801,,,,N,,Manufacturing,,,"13 Francis J Clarke Cir, Bethel, Connecticut, 06801",-73.4256,41.35882,ISO-NE,,Med,Extremely High,,,
774,1+,Yonah,Polar Beverages,28-30 Sword St,Auburn,MA,1501,United States,,,,"146,000",Warehouse,,,"30 Sword St, Auburn, Massachusetts, 01501",-71.8308,42.22242,ISO-NE,N'Grid,,,,,
775,1+,Yonah,Post Up Stand,81 Commerce Dr,Fall River,MA,2720,United States,,,,,,,,"81 Commerce Drive, Fall River, Massachusetts, 02720",-71.1142,41.75334,ISO-NE,N'Grid,,,,,
776,1+,Julia,Power Solutions International Inc HQ,201 Mittel Dr,Wood Dale,IL,60191-1116,United States,,,,"261,411",Distribution,,,"201 Mittel Dr, Wood Dale, Illinois, 60191",-87.9848,41.97626,PJM,Comed,,,,,
777,1+,Yonah,"Powertrain Rockford, Inc.",1200 Windsor Rd,Loves Park,IL,61111,United States,,,N,"576,041",Manufacturing,,,"1200 Windsor Rd, Loves Park, Illinois, 61111",-89.0415,42.32534,PJM,Comed,,,,,
778,CORE,Yonah,PPG,2570 Orchard Gateway Rd,Aurora,IL,60506,United States,,,N,"304,560",Industrial,,,"2570 Orchard Gateway Rd, Aurora, Illinois, 60506",-88.3791,41.80194,PJM,Comed,Med,Low,No,,
779,1-,,"Pratt-Read Tools, LLC",1155 Railroad Ave,Bridgeport,CT,6605,,,,N,,Manufacturing,,,"1155 Railroad Ave, Bridgeport, Connecticut, 06605",-73.2071,41.16816,ISO-NE,,Large,Extremely High,,,
780,CORE,Julia,Precision Castparts Corp.,387 Franklin Ave,Rockaway,NJ,7866,United States,,,N,,Manufacturing,,,"387 Franklin Ave, Rockaway, New Jersey, 07866",-74.5137,40.88411,PJM,JCP&L,,,,,
781,1+,Julia,Priya K Bhansali,300-380 Mill Rd,Edison,NJ,8817,United States,,,,"1,004,545",Warehouse,,,"380 Mill Rd, Edison, New Jersey, 08817",-74.3687,40.49082,PJM,PSE&G,Multi,,,,
782,1+,Yonah,"Prologis, Inc.",20 North Ave E,Elizabeth,NJ,7201,United States,,,,"539,170",Distribution,,No go,"20 North Ave E, Elizabeth, New Jersey, 07201",-74.1674,40.66527,PJM,PSE&G,Single,,,,
783,1+,Yonah,"Prologis, Inc.",850 Newark Tpke,Kearny,NJ,7099,United States,,,,"447,575",Distribution,,No go,"850 Newark Tpke, Kearny, New Jersey, 07099",-74.1115,40.74791,PJM,PSE&G,Multi,,,,
784,1+,Yonah,"Prologis, Inc.",1001 W Middlesex Ave,Port Reading,NJ,7064,United States,,,,"607,417",Warehouse,,No go,"1001 W Middlesex Ave, Port Reading, New Jersey, 07064",-74.2432,40.56718,PJM,PSE&G,Single,,,,
785,1+,Yonah,"Prologis, Inc.",1000 New County Rd,Secaucus,NJ,7094,United States,,,,"525,224",Warehouse,,No go,"1000 New County Rd, Secaucus, New Jersey, 07094",-74.0786,40.76306,PJM,PSE&G,Multi,,,,
786,1+,Yonah,"Prologis, Inc.",200 Docks Corner Rd,South Brunswick,NJ,8810,United States,,,,"1,205,621",Warehouse,,No go,"200 Docks Corner Rd, Dayton, New Jersey, 08810",-74.4721,40.36459,PJM,PSE&G,Multi,,,,
787,1+,Yonah,"Prologis, Inc.",380 Deans Rhode Hall Rd,South Brunswick,NJ,8831,United States,,,,"751,005",Distribution,,No go,"380 Deans Rhode Hall Rd, Monroe Township, New Jersey, 08831",-74.456,40.37957,PJM,JCP&L,Multi,,,,
788,CORE,Yonah,Prysmian Group,1600 W Main St,Willimantic,CT,6226,Windham,,,N,"371,015",Industrial,,,"1600 W Main St, Willimantic, Connecticut, 06226",-72.2405,41.72412,ISO-NE,Eversource,Large,High,Unclear,,
789,1+,Julia,"QTS Realty Trust, Inc.",159 Princeton Hightstown Rd,East Windsor,NJ,8520,United States,,,,"553,930",Other Industrial,,,"159 Princeton Hightstown Rd, East Windsor, New Jersey, 08520",-74.5474,40.27744,PJM,JCP&L,Single,,,,
790,1+,Yonah,Quality Warehouse and Distribution Co,165 Raritan Center Pkwy,Edison,NJ,8837,United States,,,N,"408,500",Warehouse/Distribution,,,"165 Raritan Center Pkwy, Edison, NJ, 08837, USA",-74.341,40.51548,PJM,PSE&G,Multi,,,,
791,1,Yonah,R T Vanderbilt Holding Company Inc,30 Winfield St,Norwalk,CT,6855,,,,N,,Manufacturing,,,"30 Winfield St, Norwalk, Connecticut, 06855",-73.4019,41.10426,ISO-NE,,Med,Extremely High,,,
792,1,Julia,Rafferty Realty Co Inc,95 Silvermine Rd,Seymour,CT,6483,,,,N,,Manufacturing,,,"95 Silvermine Rd, Seymour, Connecticut, 06483",-73.0538,41.38828,ISO-NE,,Med,High,,,
793,1,Yonah,Ran Nizan,31 Pecks Ln,Newtown,CT,6470,,,,N,,Manufacturing,,,"31 Pecks Ln, Newtown, Connecticut, 06470",-73.2801,41.38305,ISO-NE,,Med,Extremely High,,,
794,1+,Julia,Rand-Whitney,207 Greenwood St,Worcester,MA,1607,United States,,,,"317,000",Packaging,,Multi-building site,"207 Greenwood Street, Worcester, Massachusetts, 01607",-71.7953,42.22438,ISO-NE,N'Grid,,,,78334058,www.thekraftgroup.com
795,1,Julia,Rayford Professional Building Inc.,182 E Aurora St,Waterbury,CT,6708,,,,N,,Manufacturing,,,"182 E Aurora St, Waterbury, Connecticut, 06708",-73.0577,41.57321,ISO-NE,,Med,High,,,
796,1+,Yonah,"Raymour & Flanigan Furniture, Inc",61 Chapel Rd,Manchester,CT,06042-1646,Hartford,,,,"485,000",Distribution,,,"61 Chapel Rd, Manchester, Connecticut, 06042",-72.5715,41.79422,ISO-NE,,,,,,
797,CORE,Julia,Raytheon,350 Lowell St,Andover,MA,1810,United States,,,N,"1,042,000",Industrial,,,"350 Lowell Street, Andover, Massachusetts, 01810",-71.1866,42.63809,ISO-NE,N'Grid,Large,Low,Yes,,
